lat,long,cell_id,Lbar_g,sigma2_g,sigma_g,pcold_g,pwarm_g
38.8421052631579,117.5,218,283.3779086681872,0.3266566984889627,0.5715388862439394,0.1117081447963801,0.10421380090497738
38.8421052631579,120,219,284.62436849643024,0.3816786230344566,0.6178014430498334,0.13334276018099547,0.12839366515837103
38.8421052631579,122.5,220,284.0879253603934,0.3944710851623882,0.6280693314932582,0.13673642533936653,0.13489819004524886
38.8421052631579,125,221,282.77679764523225,0.39882986881264626,0.6315297845807799,0.13390837104072398,0.13730203619909503
38.8421052631579,127.5,222,282.00967198007964,0.406787554282873,0.6377989920679343,0.1375848416289593,0.13588800904977374
38.8421052631579,130,223,284.22737136937195,0.45532171209263955,0.674775304892406,0.14946266968325791,0.15172511312217193
38.8421052631579,132.5,224,284.96829086659,0.4376399726521861,0.6615436286838429,0.1414027149321267,0.14705882352941177
38.8421052631579,135,225,285.1622695005857,0.4278696049427645,0.6541174244298683,0.14069570135746606,0.14338235294117646
38.8421052631579,137.5,226,285.15850126401693,0.43254082465052623,0.6576783595729194,0.14380656108597284,0.14578619909502263
38.8421052631579,140,227,284.54914364699687,0.4112681726651016,0.6413019356473997,0.14097850678733032,0.14154411764705882
38.8421052631579,142.5,228,286.8375184611497,0.5241353484149016,0.7239719251565641,0.16544117647058823,0.16982466063348417
40.7368421052632,97.5,229,279.3260478338685,0.34403190519267857,0.5865423302649848,0.11382918552036199,0.10972850678733032
40.7368421052632,100,230,279.58149943991845,0.44524685024492633,0.6672681996355936,0.14479638009049775,0.13942307692307693
40.7368421052632,102.5,231,280.6172109324468,0.5214448237275274,0.7221113651837419,0.1641685520361991,0.16487556561085973
40.7368421052632,105,232,280.0503120451132,0.48957400327245243,0.6996956504598641,0.15921945701357465,0.15526018099547512
40.7368421052632,107.5,233,279.33083993708925,0.4869034329654126,0.6977846608842965,0.15398755656108598,0.15186651583710406
40.7368421052632,110,234,277.9125940024763,0.49775120072974643,0.7055148479867355,0.16190610859728508,0.15667420814479638
40.7368421052632,112.5,235,276.7581216539193,0.4440102070297222,0.6663409090170903,0.1483314479638009,0.13588800904977374
40.7368421052632,115,236,277.1782026826706,0.4213242003071755,0.6490949085512653,0.14437217194570134,0.1356052036199095
40.7368421052632,117.5,237,279.8336474508901,0.37402262505737743,0.6115738917394835,0.13065610859728508,0.12330316742081449
40.7368421052632,120,238,281.39671135218435,0.4071389559479464,0.6380744125475856,0.14055429864253394,0.14027149321266968
40.7368421052632,122.5,239,279.8957778941812,0.45652394723240136,0.6756655587140737,0.1546945701357466,0.15483597285067874
40.7368421052632,125,240,278.6951375922826,0.5058224726720902,0.7112119744999308,0.16558257918552036,0.16501696832579185
40.7368421052632,127.5,241,279.36762463902636,0.47387444073419416,0.6883853867814119,0.15554298642533937,0.15794683257918551
40.7368421052632,130,242,281.5820466066018,0.46604592945781986,0.682675566764931,0.15455316742081449,0.15554298642533937
40.7368421052632,132.5,243,282.7176003136067,0.46238660017824873,0.6799901471185069,0.1556843891402715,0.15497737556561086
